cancer_type,table_key,table_name_cn,tag_id,tag_name,field_key,annotation_scope,created_at,description,description_source
(跨癌种),ods_admission_record,门诊/入院记录表,23,过敏史,allergy_history,structured,2026-05-08,对哪些东西过敏,original
(跨癌种),ods_admission_record,门诊/入院记录表,790,食物过敏史,ts_other_food_allergy,structured,2026-05-29,患者食物过敏情况记录,generated
(跨癌种),ods_admission_record,门诊/入院记录表,18,首发症状时间,first_symptom_date,structured,2026-05-08,首发症状时间,original
(跨癌种),ods_admission_record,门诊/入院记录表,805,高血压,ts_hypertension,structured,2026-05-29,记录患者是否患有高血压,generated
(跨癌种),ods_br_cancer_adverse_events,通用·ods_br_cancer_adverse_events,1077,心律失常类型,expert_curated:乳腺癌:ods_br_cancer_adverse_events:ae_arrhythmia_type,structured,2026-05-30,记录发生的心律失常具体类型,generated
(跨癌种),ods_br_cancer_adverse_events,通用·ods_br_cancer_adverse_events,1316,心肌缺血/梗死判定,expert_curated:乳腺癌:ods_br_cancer_adverse_events:ae_myocardial_ischemia_flag,structured,2026-05-30,是否判定发生心肌缺血或梗死,generated
(跨癌种),ods_br_cancer_adverse_events,通用·ods_br_cancer_adverse_events,1010,抑郁状态判定,expert_curated:乳腺癌:ods_br_cancer_adverse_events:ae_depression_flag,structured,2026-05-30,患者是否存在抑郁状态的判定结果,generated
(跨癌种),ods_br_cancer_adverse_events,通用·ods_br_cancer_adverse_events,969,焦虑状态判定,expert_curated:乳腺癌:ods_br_cancer_adverse_events:ae_anxiety_flag,structured,2026-05-30,判定患者是否存在焦虑状态,generated
(跨癌种),ods_br_cancer_adverse_events,通用·ods_br_cancer_adverse_events,1228,皮下积液,expert_curated:乳腺癌:ods_br_cancer_adverse_events:ae_seroma_flag,structured,2026-05-30,记录是否出现皮下积液,generated
(跨癌种),ods_br_cancer_adverse_events,通用·ods_br_cancer_adverse_events,1313,皮瓣坏死,expert_curated:乳腺癌:ods_br_cancer_adverse_events:ae_skin_necrosis_flag,structured,2026-05-30,记录是否发生皮瓣坏死不良事件,generated
(跨癌种),ods_br_cancer_adverse_events,通用·ods_br_cancer_adverse_events,914,碱性磷酸酶升高,expert_curated:乳腺癌:ods_br_cancer_adverse_events:ae_alkaline_phos_elevation,structured,2026-05-30,记录碱性磷酸酶升高情况,generated
(跨癌种),ods_br_cancer_adverse_events,通用·ods_br_cancer_adverse_events,1973,诊断-化疗后骨髓抑制,atom_b4dcc67b45e3,structured,2026-06-01,表示化疗后骨髓抑制的诊断情况,generated
(跨癌种),ods_br_cancer_adverse_events,通用·ods_br_cancer_adverse_events,1974,诊断-贫血,atom_6d7e913875b2,structured,2026-06-01,记录是否存在贫血诊断,generated
(跨癌种),ods_br_cancer_drug_chemo_endo,通用·ods_br_cancer_drug_chemo_endo,1719,内分泌治疗,atom_cb3479cd8b6b,structured,2026-06-01,记录患者是否接受抗肿瘤内分泌治疗,generated
(跨癌种),ods_br_cancer_drug_chemo_endo,通用·ods_br_cancer_drug_chemo_endo,2027,内分泌治疗时长,atom_accb7f498c87,structured,2026-06-01,患者内分泌治疗持续时间,generated
(跨癌种),ods_br_cancer_drug_chemo_endo,通用·ods_br_cancer_drug_chemo_endo,1970,内分泌治疗药物,atom_02833defb539,structured,2026-06-01,记录使用的内分泌治疗药物,generated
(跨癌种),ods_br_cancer_drug_chemo_endo,通用·ods_br_cancer_drug_chemo_endo,1298,化疗结束日期,atom_440e2eb5d84c,structured,2026-05-30,记录化疗治疗结束的日期,generated
(跨癌种),ods_br_cancer_drug_chemo_endo,通用·ods_br_cancer_drug_chemo_endo,1517,化疗药物剂量,atom_c86808a6a851,structured,2026-05-30,化疗药物的给药剂量,generated
(跨癌种),ods_br_cancer_drug_chemo_endo,通用·ods_br_cancer_drug_chemo_endo,1338,化疗药物名称,atom_54d958fe0329,structured,2026-05-30,化疗用药的药物名称,generated
(跨癌种),ods_br_cancer_drug_chemo_endo,通用·ods_br_cancer_drug_chemo_endo,2143,化疗药物组合,atom_073115ceec10,structured,2026-06-01,患者使用的化疗药物组合,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1358,ADC值,atom_d4933e002187,structured,2026-05-30,"影像检查中的表观扩散系数值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,979,BI-RADS分类,atom_f0a631756b9f,structured,2026-05-30,乳腺影像检查BI-RADS分级,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1437,CDFI血流信号,atom_fb6a865c57d0,structured,2026-05-30,彩色多普勒血流信号情况,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1359,MRI检查日期,atom_fd5ae85d60d5,structured,2026-05-30,MRI检查的日期信息,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1982,PET-CT检查日期,atom_d9abcc27f614,structured,2026-06-01,PET-CT检查的日期,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1963,三尖瓣返流,atom_d677296b3424,structured,2026-06-01,三尖瓣返流情况及程度,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1561,乳腺分型,atom_61ef21393c47,structured,2026-05-30,乳腺影像检查中的分型结果,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,2026,乳腺增生症BI-RADS,atom_3ad7170d9439,structured,2026-06-01,乳腺增生症的BI-RADS评估分类,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1716,内部回声,atom_281174308bb0,structured,2026-06-01,病灶内部回声表现,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1715,双侧乳腺增生,atom_cdc9f4144654,structured,2026-06-01,是否存在双侧乳腺增生,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1999,右乳囊肿大小,atom_f6f7a501c0d2,structured,2026-06-01,"右侧乳腺囊肿的大小。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1938,右乳病灶位置,atom_80e2b239bac2,structured,2026-06-01,右侧乳房病灶所在部位,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1839,右乳病灶大小,atom_60d0c1ae62cf,structured,2026-06-01,"右乳病灶的测量大小。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1554,右乳结节位置,atom_96b44d4e1aff,structured,2026-05-30,右乳结节所在部位或方位,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1248,右乳结节大小,atom_1ea0f1819b74,structured,2026-05-30,"右侧乳腺结节的大小记录。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1934,右乳结节血流信号,atom_2e4e71ce597b,structured,2026-06-01,右乳结节内血流信号情况,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1933,右乳结节边界,atom_ebdfbc23cdb6,structured,2026-06-01,右乳结节边界特征描述,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1335,右乳肿块大小,atom_b718707ff036,structured,2026-05-30,"右侧乳房肿块的测量大小。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,2000,右侧腋窝淋巴结,atom_f62c40d575d0,structured,2026-06-01,右侧腋窝淋巴结影像情况,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1568,右侧腋窝淋巴结大小,atom_9ff6b6fae5a3,structured,2026-05-30,"右侧腋窝淋巴结的大小记录。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1330,子宫内膜厚度,atom_d19f9904518a,structured,2026-05-30,"子宫内膜的测量厚度。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1717,左乳结节,atom_beb67c75a71c,structured,2026-06-01,表示左侧乳房结节情况,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1543,左乳结节位置,atom_b9fd5229f7df,structured,2026-05-30,左乳结节所在部位,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1515,左乳结节大小,atom_159d233bed4c,structured,2026-05-30,"左侧乳房结节的测量大小。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1949,左乳结节形态,atom_a6fa534a19c4,structured,2026-06-01,左乳结节的形状特征,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,2207,左乳结节最大径,atom_e4db3ec0fdff,structured,2026-06-01,"左乳结节的最大直径大小。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1534,左乳结节血流信号,atom_0dbc716cc898,structured,2026-05-30,左乳结节内血流信号情况,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1821,左乳肿块大小,atom_f24a6f51628f,structured,2026-06-01,"左侧乳腺肿块的大小记录。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1932,左乳肿块血流信号,atom_5e175014dbb7,structured,2026-06-01,左乳肿块的血流信号情况,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,2234,影像学描述,manual:ae5d72038558,structured,2026-06-02,记录影像检查所见描述,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,2230,影像学评估,manual:173729faddac,structured,2026-06-02,影像检查结果的综合评估,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,2180,无胸水征,atom_d2696654f152,structured,2026-06-01,是否显示无胸水征象,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1465,每搏输出量SV,atom_23a0ebf11a96,structured,2026-05-30,"心脏每次搏动泵出的血量。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1555,淋巴结位置,atom_3399fb75fc3c,structured,2026-05-30,淋巴结所在的解剖部位,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1285,淋巴结大小,atom_d5bafc125a5d,structured,2026-05-30,"影像检查中淋巴结的大小记录。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1419,淋巴结状态,atom_10ac2f984a99,structured,2026-05-30,影像检查显示的淋巴结情况,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,2240,点状强回声,manual:b282952ecdae,structured,2026-06-02,超声中点状强回声表现,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1847,病灶位置,atom_694c4d539002,structured,2026-06-01,影像检查中病灶所在部位,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1326,结节位置,atom_fff0591ce6e3,structured,2026-05-30,影像检查中结节所在部位,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,2188,结节回声类型,atom_d5a0415866c3,structured,2026-06-01,结节在超声下的回声类型,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1209,结节形态,atom_af36b568d1a4,structured,2026-05-30,影像检查中结节的形状特征,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,2117,结节性质,atom_b50f0d2ccb04,structured,2026-06-01,表示影像检查中结节性质。,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,2229,肿块,manual:465531002019,structured,2026-06-02,影像检查中是否发现肿块,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1512,胆总管内径,atom_7858f2d848ce,structured,2026-05-30,"胆总管腔内直径测量值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1549,背景实质强化程度,atom_40927effa7b2,structured,2026-05-30,乳腺背景实质强化的程度,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,2237,胸片/胸部影像异常,ts_baseline_chest_imaging,structured,2026-06-02,表示胸部影像检查是否异常,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1516,脂肪肝,atom_336f612f0b97,structured,2026-05-30,表示影像检查是否提示脂肪肝,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1677,腋窝淋巴结,atom_1884188086fc,structured,2026-06-01,腋窝淋巴结影像学情况,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1955,腋窝淋巴结状态,atom_56fd73d0cca2,structured,2026-06-01,腋窝淋巴结是否异常或转移,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,2111,腋窝淋巴结肿大,atom_49d986714fb6,structured,2026-06-01,表示腋窝淋巴结是否肿大,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1802,诊断结论,atom_3ecae2849f30,structured,2026-06-01,影像检查得出的诊断结论,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1337,超声检查日期,atom_aa8d17388a45,structured,2026-05-30,记录超声检查的日期,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,2198,超声检查项目,atom_e549137c5eae,structured,2026-06-01,超声检查的具体项目名称,generated
(跨癌种),ods_br_cancer_imaging_exam,通用·ods_br_cancer_imaging_exam,1987,钼靶结果,atom_5fbb1ae0bb2e,structured,2026-06-01,乳腺钼靶检查结果记录,generated
(跨癌种),ods_br_cancer_metastasis_atomic,通用·ods_br_cancer_metastasis_atomic,1165,内脏转移,manual:566315172436,structured,2026-05-30,是否存在内脏器官转移,generated
(跨癌种),ods_br_cancer_metastasis_atomic,通用·ods_br_cancer_metastasis_atomic,2081,浸润转移部位,atom_45457774b03d,structured,2026-06-01,肿瘤浸润或转移的部位,generated
(跨癌种),ods_br_cancer_metastasis_atomic,通用·ods_br_cancer_metastasis_atomic,1967,淋巴结转移部位,atom_e1ea06cc2fb7,structured,2026-06-01,记录淋巴结转移发生的部位,generated
(跨癌种),ods_br_cancer_metastasis_atomic,通用·ods_br_cancer_metastasis_atomic,1864,转移部位,atom_306fce995b8f,structured,2026-06-01,记录肿瘤发生转移的具体部位,generated
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1883,AR状态,atom_ce1f76863007,structured,2026-06-01,"雄激素受体检测状态；若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,986,AR表达百分比,atom_ab83f8549772,structured,2026-05-30,"雄激素受体表达细胞占比；若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1198,Calponin表达,atom_1419743232a0,structured,2026-05-30,"Calponin蛋白免疫组化表达情况；若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1499,CD31表达,atom_4b8beec48270,structured,2026-05-30,"表示病理检测中CD31的表达情况；若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1855,CerbB2状态,atom_30a12e8083b8,structured,2026-06-01,"表示肿瘤CerbB2表达状态；若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,2017,CerbB2表达百分比,atom_ec22584589c5,structured,2026-06-01,"表示CerbB2阳性表达细胞比例；若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1743,CKpan,atom_a394b5098706,structured,2026-06-01,"泛细胞角蛋白检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1711,D2-40,atom_aa9145306a50,structured,2026-06-01,"D2-40免疫组化检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1278,GATA3表达,atom_3ee09d39e014,structured,2026-05-30,"GATA3免疫组化表达情况。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1578,GCDFP-15,atom_072a6a871185,structured,2026-05-30,"GCDFP-15免疫组化检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1571,Nottingham分级评分,atom_e65028e85452,structured,2026-05-30,"乳腺癌病理Nottingham分级评分。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1520,P53百分比,atom_53b53ecafae5,structured,2026-05-30,"P53蛋白阳性表达细胞比例。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1452,TRPS1状态,atom_b2e5ff1d9680,structured,2026-05-30,"TRPS1免疫标志物检测状态。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,2071,免疫组化结果列表,atom_cbd9ba5b4962,structured,2026-06-01,记录病理免疫组化检测结果列表,generated
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1157,分子分型,atom_6a74f9b3f137,structured,2026-05-30,乳腺癌病理分子分型结果,generated
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,2156,前哨淋巴结总数,atom_26d09a9e9d7f,structured,2026-06-01,"前哨淋巴结检查的总枚数。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1196,前哨淋巴结状态,atom_4bf01b25bab8,structured,2026-05-30,前哨淋巴结受累情况,generated
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1238,原位癌分级,atom_a0cd1c1d06e9,structured,2026-05-30,原位癌的病理分级结果,generated
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1300,原位癌成分,atom_5862d60700b3,structured,2026-05-30,是否存在原位癌成分,generated
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1149,原位癌比例,atom_2e694f15c8b5,structured,2026-05-30,"病理中原位癌成分所占比例。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1835,原位癌类型,atom_b6ddd724851f,structured,2026-06-01,原位癌的病理类型分类,generated
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1984,右乳ER表达百分比,atom_ddf1f668b929,structured,2026-06-01,"右乳雌激素受体表达比例。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1619,周围乳腺病变,atom_6431ed888103,structured,2026-06-01,记录肿瘤周围乳腺病变情况,generated
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1618,坏死/钙化,atom_8f67bc329c8e,structured,2026-06-01,记录病理中坏死或钙化情况，保留原文有无及描述,generated
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,2197,导管原位癌占比,atom_05f5dde5b427,structured,2026-06-01,"导管原位癌成分所占比例。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,2043,导管原位癌成分,atom_9bbe31a6745e,structured,2026-06-01,表示是否存在导管原位癌成分,generated
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1558,左乳PR表达百分比,atom_d598abaaebf4,structured,2026-05-30,"左乳孕激素受体表达比例。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1983,左乳病理诊断,atom_a98c6f1874e9,structured,2026-06-01,左侧乳腺病理诊断结果,generated
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1992,术中冰冻结果,atom_8b926ba9ef1f,structured,2026-06-01,术中冰冻病理检查结果,generated
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1566,标本来源,atom_4195ca0a6f71,structured,2026-05-30,病理标本的取材来源部位,generated
(跨癌种),ods_br_cancer_pathology_detail,通用·ods_br_cancer_pathology_detail,1956,标本部位,atom_5a99c5cf8532,structured,2026-06-01,病理标本取材的身体部位,generated
